IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10190599.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10166690
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10138465.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10108963
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10085791
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10065706
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10049943
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10034081.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10016657
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",10001378
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9979128.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9946676.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9916623
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9889346.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9862842
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9839211
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9810532
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9785604.5
49,"Total population by sex","Total population by sex","World Population Prospects",2024,"United Nations Population Division",348,"Hungary","HU","HUN",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",9774393.5
